date,no1,no2,no3,no4,no5
2014-01-04 23:00:00,-0.740198,0.846131,-2.025266,-2.412873,-2.072073
2014-01-05 00:00:00,0.153062,0.772862,1.160378,-1.905262,0.828739
2014-01-05 01:00:00,-0.852919,2.197973,-0.005937,0.580559,0.090617
2014-01-05 02:00:00,-1.042628,-1.190128,-1.120345,0.553300,0.318939
2014-01-05 03:00:00,-0.628201,-0.173962,0.511532,1.064539,-0.088732
2014-01-05 04:00:00,-1.810214,2.750448,0.350721,0.313727,-0.352919
2014-01-05 05:00:00,-0.828761,-0.142417,1.808113,-0.004809,-0.383705
2014-01-05 06:00:00,1.054828,0.811910,1.047979,-0.712607,-1.537233
2014-01-05 07:00:00,-1.192575,0.638954,1.213317,-0.344828,-0.127213
2014-01-05 08:00:00,-0.891730,0.464551,0.320345,-1.034908,-0.513616
2014-01-05 09:00:00,0.364198,0.864350,-0.371370,-0.288905,-0.265813
2014-01-05 10:00:00,0.041030,-0.707776,0.063196,0.392951,-2.170244
2014-01-05 11:00:00,1.369823,0.872414,0.351870,-0.098135,-0.540372
2014-01-05 12:00:00,-0.119665,-0.256937,0.795120,-0.806531,-1.308275
2014-01-05 13:00:00,-1.837263,-0.577246,-0.072642,-3.405611,-0.739806
2014-01-05 14:00:00,-1.307573,0.299550,0.990612,-0.227152,-2.467914
2014-01-05 15:00:00,1.119436,1.810891,0.252829,-0.302587,2.113848
2014-01-05 16:00:00,2.787791,0.012112,-2.049820,1.035011,0.551699
2014-01-05 17:00:00,-0.992351,0.492987,0.700605,2.375557,-1.114922
2014-01-05 18:00:00,0.573091,0.410521,-0.559714,-0.314433,-1.602079
2014-01-05 19:00:00,-0.772787,-1.016293,-0.475854,-1.224574,-0.314553
2014-01-05 20:00:00,0.741959,0.714733,1.408962,-1.114858,0.291078
2014-01-05 21:00:00,0.848852,0.432970,-0.497221,-0.535126,-0.878160
2014-01-05 22:00:00,-0.397909,0.341488,-1.671183,-0.009198,-1.265117
2014-01-05 23:00:00,-0.919160,0.258521,0.851469,-1.401198,0.083102
2014-01-06 00:00:00,-0.066875,0.434225,0.262641,-1.032625,0.543860
2014-01-06 01:00:00,1.646098,-0.800667,-0.987951,0.375943,-0.544436
2014-01-06 02:00:00,-1.080047,1.291315,1.002706,-0.578172,-0.303763
2014-01-06 03:00:00,-1.047697,0.678105,-0.722539,-0.891853,0.485308
2014-01-06 04:00:00,-0.419075,1.879679,2.048709,0.369153,-1.507396
2014-01-06 05:00:00,1.119304,0.758106,0.690643,0.301055,-0.533546
2014-01-06 06:00:00,0.117167,0.448456,-0.100972,-1.743337,0.257965
2014-01-06 07:00:00,1.075515,-0.976639,0.321814,0.297832,-0.797532
2014-01-06 08:00:00,-1.381475,-0.468683,0.742077,-1.138303,0.343631
2014-01-06 09:00:00,-1.001268,-1.178888,2.553811,0.843320,-0.136060
2014-01-06 10:00:00,-0.428194,-0.353867,0.105318,0.196649,0.157397
2014-01-06 11:00:00,-1.364407,0.054967,-1.980307,-1.112481,1.267647
2014-01-06 12:00:00,-1.066444,3.031491,-0.269387,-0.815187,1.304905
2014-01-06 13:00:00,0.364398,0.059172,-0.942889,-0.310557,0.401801
2014-01-06 14:00:00,0.528063,-0.601132,-0.268373,-0.664590,-0.008559
2014-01-06 15:00:00,-0.584177,-1.100810,1.022956,0.320380,0.313954
2014-01-06 16:00:00,-0.557666,-0.274343,-0.062410,0.564407,1.591715
2014-01-06 17:00:00,0.405197,0.518002,-0.027921,-0.998573,1.337234
2014-01-06 18:00:00,0.885367,0.115864,-0.574126,-0.684783,1.306465
2014-01-06 19:00:00,-1.062844,0.547932,-1.189046,-0.323124,-0.833209
2014-01-06 20:00:00,-1.036624,0.556474,0.192927,0.756684,-0.529117
2014-01-06 21:00:00,-0.112520,-0.852500,-0.635522,0.155192,1.011091
2014-01-06 22:00:00,0.717701,-0.790153,0.731499,1.380741,-0.202248
2014-01-06 23:00:00,-0.001813,1.799657,1.281392,0.241568,-0.926889
2014-01-07 00:00:00,0.240776,-1.297217,1.142820,-0.276725,-1.099749
2014-01-07 01:00:00,-2.241229,-0.152981,-1.020638,-0.450633,-0.181665
2014-01-07 02:00:00,1.195211,0.395428,-0.267721,0.366562,-0.154952
2014-01-07 03:00:00,-0.976953,1.231984,2.119298,-0.590971,-2.226933
2014-01-07 04:00:00,-0.747743,1.148104,0.907250,-0.633084,0.009435
2014-01-07 05:00:00,0.493280,-0.852857,1.205589,0.140434,-1.094249
2014-01-07 06:00:00,0.131236,1.193761,-1.365302,-0.109053,0.821704
2014-01-07 07:00:00,0.097780,1.673176,-1.106842,-1.728038,-0.025961
2014-01-07 08:00:00,-0.301166,-1.472679,0.247367,-1.087929,-0.305493
2014-01-07 09:00:00,-0.562416,1.918162,-0.637157,-1.071826,0.442526
2014-01-07 10:00:00,0.234584,1.636294,1.177978,-1.254674,-0.351173
2014-01-07 11:00:00,0.041614,0.580894,1.386853,0.498172,0.896839
2014-01-07 12:00:00,1.891551,0.011364,0.959762,-1.454740,-1.162364
2014-01-07 13:00:00,0.705269,-0.267562,-1.872156,-0.371906,0.633562
2014-01-07 14:00:00,1.578041,0.602572,0.457858,0.719387,-1.194756
2014-01-07 15:00:00,0.918053,-0.742153,-0.057898,-0.594043,-0.480140
2014-01-07 16:00:00,-2.207639,-0.559416,0.839594,-1.673993,-0.455227
2014-01-07 17:00:00,-0.483920,-1.431104,0.243266,-0.585636,-1.362062
2014-01-07 18:00:00,-0.720761,1.468084,-0.814219,-0.873910,0.181797
2014-01-07 19:00:00,-0.510537,0.552354,0.883884,-0.084141,-1.129851
2014-01-07 20:00:00,1.802918,0.150563,1.421722,-0.210331,-0.290642
2014-01-07 21:00:00,-0.472881,0.446863,0.296636,0.421132,0.557287
2014-01-07 22:00:00,-1.062313,0.767630,1.246843,0.526115,-0.701307
2014-01-07 23:00:00,0.029535,1.258691,0.126749,0.432267,-1.142667
2014-01-08 00:00:00,-1.075986,-2.032281,0.812679,1.605381,1.465401
2014-01-08 01:00:00,-1.936171,-1.368664,1.930353,-0.746795,0.951752
2014-01-08 02:00:00,-0.109092,-2.681130,-1.608074,0.858450,0.515299
2014-01-08 03:00:00,0.315576,-0.371719,-1.121644,0.670581,0.568024
2014-01-08 04:00:00,0.264504,-0.737885,0.914818,0.394301,-0.560165
2014-01-08 05:00:00,0.626588,1.479217,-0.728574,0.589183,0.958093
2014-01-08 06:00:00,0.210026,-1.464278,-1.195000,-0.402344,-2.822130
2014-01-08 07:00:00,-0.149960,-0.548288,1.708973,-0.351872,0.258258
2014-01-08 08:00:00,1.143837,0.747850,0.252426,0.518374,0.322947
2014-01-08 09:00:00,0.396695,0.286948,-0.683530,-0.260397,0.203347
2014-01-08 10:00:00,1.458469,1.015187,0.512301,0.608756,1.254359
2014-01-08 11:00:00,-0.268797,0.523634,1.043768,-1.145357,-2.242107
2014-01-08 12:00:00,0.260383,-0.538107,-0.750084,-0.157242,0.725545
2014-01-08 13:00:00,-0.738051,0.434483,-0.757407,2.025250,-1.112372
2014-01-08 14:00:00,0.943880,-0.387336,-0.606251,-1.555520,1.340828
2014-01-08 15:00:00,-0.932826,-0.899288,0.264256,-2.048534,1.170082
2014-01-08 16:00:00,-0.321225,-0.354323,0.436990,-0.236840,0.914212
2014-01-08 17:00:00,1.189820,-1.516884,1.314938,1.477013,-0.151292
2014-01-08 18:00:00,1.594974,1.217067,0.186179,1.671915,2.833315
2014-01-08 19:00:00,0.321204,-1.126430,-0.318597,0.574463,-0.566186
2014-01-08 20:00:00,-1.246668,-1.443446,1.223086,0.720363,1.826093
2014-01-08 21:00:00,-1.919866,-0.006756,0.368165,0.262756,-0.764477
2014-01-08 22:00:00,0.565009,0.593565,-1.485004,1.571553,0.279138
2014-01-08 23:00:00,-0.568579,-0.150061,0.281569,-0.290006,0.689055
2014-01-09 00:00:00,-1.970326,-0.193430,0.147796,0.860533,-0.486500
2014-01-09 01:00:00,0.659025,1.331961,-1.266229,0.824103,-0.928001
2014-01-09 02:00:00,0.040082,0.006361,-0.923569,1.071224,0.885945
2014-01-09 03:00:00,-0.987401,0.583586,-0.393896,0.074200,-0.859049
2014-01-09 04:00:00,-0.246627,-2.047636,-0.780832,0.210272,-0.620391
2014-01-09 05:00:00,0.908031,-0.834965,0.223439,-0.355770,-0.200160
2014-01-09 06:00:00,0.321807,-0.331481,1.166956,0.276011,-0.313227
2014-01-09 07:00:00,0.307895,1.709670,-0.063570,-0.620571,-0.908411
2014-01-09 08:00:00,-1.014225,-0.913793,-0.515597,-0.257985,-0.015307
2014-01-09 09:00:00,-0.202471,1.437855,-0.595644,-1.836892,-0.975158
2014-01-09 10:00:00,-1.367604,-1.899389,0.097501,-0.556334,0.536559
2014-01-09 11:00:00,-1.298214,0.329904,1.535987,-0.230160,-0.352746
2014-01-09 12:00:00,0.098610,-0.014952,0.582704,1.147860,-0.242946
2014-01-09 13:00:00,-2.099576,-1.123623,1.835830,-0.842383,-0.080381
2014-01-09 14:00:00,-0.966755,-2.839917,-1.999041,0.295690,0.535917
2014-01-09 15:00:00,-0.076676,0.659905,0.367264,-0.570646,0.642529
2014-01-09 16:00:00,-0.054708,-2.088334,0.163327,-0.041415,1.048451
2014-01-09 17:00:00,-1.688707,0.979097,2.150704,0.874104,0.187594
2014-01-09 18:00:00,1.838104,0.949108,-0.075390,-2.850788,0.948744
2014-01-09 19:00:00,-0.527826,-0.499022,0.425732,0.636219,0.867170
2014-01-09 20:00:00,1.946226,-0.417627,-0.576883,-1.478496,0.528084
2014-01-09 21:00:00,-1.620740,0.321118,0.933031,0.102713,0.016198
2014-01-09 22:00:00,-1.611058,0.206479,-0.236037,-0.153546,0.495366
2014-01-09 23:00:00,-0.802199,-0.617342,-0.519105,0.359661,0.115637
2014-01-10 00:00:00,-1.047684,0.673141,-0.533879,0.231510,-0.895293
2014-01-10 01:00:00,0.731929,0.637016,0.562088,-1.194350,1.519506
2014-01-10 02:00:00,-0.650130,0.576188,-1.390192,0.459081,-0.317827
2014-01-10 03:00:00,0.423741,0.236522,0.689920,-0.726626,0.404076
2014-01-10 04:00:00,0.181733,-0.712293,-0.179845,-0.335720,0.693239
2014-01-10 05:00:00,-0.738074,2.664346,1.236131,2.009391,0.165576
2014-01-10 06:00:00,1.084530,-0.680423,-0.243630,-0.097956,1.315290
2014-01-10 07:00:00,-0.030486,0.871821,0.163488,0.805960,1.124790
2014-01-10 08:00:00,-1.646929,-2.637811,-1.869596,-0.726235,-0.057011
2014-01-10 09:00:00,0.236516,1.196228,0.002156,1.555168,0.253410
2014-01-10 10:00:00,-0.440881,1.088569,0.501035,-0.399541,-0.154038
2014-01-10 11:00:00,0.037830,0.146968,0.007832,0.942865,0.395420
2014-01-10 12:00:00,0.936142,0.450474,0.107940,-1.917822,0.405501
2014-01-10 13:00:00,-0.701642,-0.639197,-1.786010,0.117300,-0.552214
2014-01-10 14:00:00,2.171156,-0.033342,0.025542,0.350377,-1.056596
2014-01-10 15:00:00,-0.146913,-0.553315,-1.407125,0.186551,-0.202438
2014-01-10 16:00:00,-0.442566,-2.065079,0.152761,0.069181,-1.820093
2014-01-10 17:00:00,1.753762,0.550294,0.734312,0.141598,1.313670
2014-01-10 18:00:00,-0.411168,0.453611,0.510947,-2.281872,1.264664
2014-01-10 19:00:00,0.097582,-1.089350,0.438417,-2.158383,-0.438691
2014-01-10 20:00:00,1.098145,0.560541,-0.156003,-0.359634,-1.110698
2014-01-10 21:00:00,-0.599419,-0.670206,-0.441241,-1.063585,-0.735299
2014-01-10 22:00:00,0.636686,-0.514269,1.492870,0.955632,0.405723
2014-01-10 23:00:00,0.072252,0.381664,1.346434,-2.350259,1.106061
2014-01-11 00:00:00,-0.047125,1.811436,-0.424393,-1.012439,-0.601586
2014-01-11 01:00:00,-1.724396,-1.889494,-0.313671,-0.852341,0.104675
2014-01-11 02:00:00,-0.802437,0.251358,0.143597,0.000282,-0.754802
2014-01-11 03:00:00,-1.131159,-0.977480,-0.064167,2.073490,0.820222
2014-01-11 04:00:00,0.309054,2.123326,-0.540364,1.021395,0.450046
2014-01-11 05:00:00,-1.218535,1.138093,2.091757,-0.471483,-0.493754
2014-01-11 06:00:00,0.085330,-1.259083,-1.391756,-1.609142,0.092560
2014-01-11 07:00:00,-0.997715,0.568084,-0.066809,1.653413,-1.154106
2014-01-11 08:00:00,-1.296022,-1.171335,1.214552,0.575215,0.231306
2014-01-11 09:00:00,0.294542,0.817106,0.264950,-0.326522,-0.048613
2014-01-11 10:00:00,-0.731263,-1.489257,1.980497,-0.961539,1.066249
2014-01-11 11:00:00,0.277549,0.476920,0.715566,-1.585408,0.451153
2014-01-11 12:00:00,0.879131,0.461906,0.295323,-0.360290,0.570962
2014-01-11 13:00:00,-1.284890,0.313989,3.067204,1.655049,0.528109
2014-01-11 14:00:00,1.028130,0.257659,0.651122,0.389280,-0.440904
2014-01-11 15:00:00,-0.747321,-0.499136,-1.063928,0.491626,0.131689
2014-01-11 16:00:00,-1.791137,-1.407966,0.951376,0.553588,1.649668
2014-01-11 17:00:00,0.364163,-1.930861,-0.957401,0.309188,-0.052648
2014-01-11 18:00:00,0.626384,0.091151,1.384109,-1.204214,-0.539732
2014-01-11 19:00:00,0.518366,0.060284,0.446705,-0.885781,-0.281367
2014-01-11 20:00:00,-2.894096,-0.848492,0.010419,-0.148018,0.138396
2014-01-11 21:00:00,-0.318864,0.806684,0.348827,-0.664609,-1.038076
2014-01-11 22:00:00,0.932700,0.312836,-0.403389,-1.049917,-0.236322
2014-01-11 23:00:00,0.408384,-0.803187,0.826660,-1.163079,-0.439065
2014-01-12 00:00:00,0.035191,2.204114,0.954104,0.565728,-0.516013
2014-01-12 01:00:00,-0.606309,-0.271389,-2.089322,-1.114956,-1.281846
2014-01-12 02:00:00,0.183482,-1.328341,0.995289,0.376323,-0.943260
2014-01-12 03:00:00,0.818672,0.630543,-1.258129,-0.765959,2.832521
2014-01-12 04:00:00,0.826500,-0.001698,0.043684,-0.745982,-0.880759
2014-01-12 05:00:00,-1.152118,-0.800634,-0.052074,0.654081,0.368892
2014-01-12 06:00:00,-0.682631,0.170281,-0.233369,0.902024,0.284640
2014-01-12 07:00:00,-0.677874,2.325844,1.262252,-0.775806,-1.138216
2014-01-12 08:00:00,-0.347760,-1.016315,1.160414,-0.600115,1.937910
2014-01-12 09:00:00,0.268247,2.317072,0.826699,-0.791598,2.538415
2014-01-12 10:00:00,-0.723182,0.780091,0.971578,-1.120288,0.883776
2014-01-12 11:00:00,-0.351885,2.291514,-0.972480,-0.304591,-0.400059
2014-01-12 12:00:00,-0.078621,0.767507,0.984274,-0.016622,-1.936531
2014-01-12 13:00:00,2.245661,1.331471,0.530314,-0.057702,0.437497
2014-01-12 14:00:00,-0.447137,-0.231773,0.849794,-0.518830,1.617424
2014-01-12 15:00:00,0.736842,0.183092,-1.335327,-0.118933,0.094585
2014-01-12 16:00:00,-0.312906,-0.185332,0.597290,0.858510,-0.649218
2014-01-12 17:00:00,2.084318,0.332966,1.949713,0.001246,1.039984
2014-01-12 18:00:00,0.858963,1.437484,0.812977,1.694594,-1.194998
2014-01-12 19:00:00,1.759798,0.082743,0.660936,0.132596,1.142792
2014-01-12 20:00:00,-0.546387,0.644965,-0.297674,-0.002605,0.960793
2014-01-12 21:00:00,-0.006321,-0.932088,1.460918,1.120379,-0.236150
2014-01-12 22:00:00,-0.522654,0.217183,-1.355951,0.122242,0.059359
2014-01-12 23:00:00,-1.561581,-1.460234,-0.017864,-0.791889,0.407638
2014-01-13 00:00:00,-0.154449,0.732577,-0.498935,0.296833,-0.064568
2014-01-13 01:00:00,-0.451140,0.991716,-0.575888,-0.591742,-0.080735
2014-01-13 02:00:00,0.840772,-1.896534,-1.253259,-0.853416,0.218388
2014-01-13 03:00:00,-0.327633,1.421083,0.857084,-0.203911,1.021702
2014-01-13 04:00:00,0.795592,-0.452014,-1.338035,0.903721,-0.139837
2014-01-13 05:00:00,0.505387,2.519894,0.687490,-0.097808,1.477513
2014-01-13 06:00:00,-0.305056,0.677940,2.181990,0.326619,0.212848
2014-01-13 07:00:00,0.054809,-1.401956,0.117806,0.177615,-1.311517
2014-01-13 08:00:00,-0.313406,-0.373397,-0.310025,0.889675,1.671123
2014-01-13 09:00:00,-0.428139,-0.391500,-0.946884,-1.118475,1.568408
2014-01-13 10:00:00,-0.363816,-0.736478,-0.433638,0.939254,-1.216909
2014-01-13 11:00:00,-1.505850,-0.591491,1.720377,0.076992,-0.791475
2014-01-13 12:00:00,-0.047875,1.015186,0.424693,2.101302,1.692053
2014-01-13 13:00:00,0.963740,-0.147983,-0.848646,-1.761150,-1.195131
2014-01-13 14:00:00,0.093773,-0.682042,0.161339,1.285090,0.591023
2014-01-13 15:00:00,-1.513203,0.971568,-1.279565,0.147769,-0.161393
2014-01-13 16:00:00,-0.123298,0.450087,0.670279,-0.029750,-0.024377
2014-01-13 17:00:00,0.105363,-0.675810,1.302669,-0.563267,0.848455
2014-01-13 18:00:00,-0.025552,0.924304,1.038026,0.699379,1.371444
2014-01-13 19:00:00,-1.263396,0.296711,-0.826701,-0.561746,1.001867
2014-01-13 20:00:00,0.114082,-0.510254,1.421944,-0.262053,-0.247604
2014-01-13 21:00:00,-0.682192,-0.314584,-0.842539,0.181844,2.880251
2014-01-13 22:00:00,0.267130,-1.431954,-0.222906,-0.923285,-0.977511
2014-01-13 23:00:00,-1.375145,1.026899,1.023937,-0.349954,-0.341334
2014-01-14 00:00:00,2.282949,-0.779462,-0.477451,0.568177,-0.227333
2014-01-14 01:00:00,-0.735383,1.540096,-0.156519,-1.385274,0.408780
2014-01-14 02:00:00,1.713103,0.126976,1.393394,-0.512936,0.358207
2014-01-14 03:00:00,-0.713546,-0.351698,0.803104,0.579206,0.640747
2014-01-14 04:00:00,-0.067293,-0.245202,0.937102,-0.591293,-1.253100
2014-01-14 05:00:00,2.674761,-0.979940,-0.356111,-0.264090,2.248884
2014-01-14 06:00:00,-0.471932,-0.869048,-0.129424,-0.850252,0.707564
2014-01-14 07:00:00,-1.613326,1.749054,-0.202165,0.481585,1.750229
2014-01-14 08:00:00,-0.014519,-1.467631,-1.147669,-0.598689,-0.669875
2014-01-14 09:00:00,1.306731,0.185971,0.188395,-0.716872,-0.735380
2014-01-14 10:00:00,-0.348148,0.902305,0.122732,1.259077,-1.804717
2014-01-14 11:00:00,-2.965606,-0.127504,0.491540,1.844006,0.310754
2014-01-14 12:00:00,0.054831,0.184910,0.394577,0.750603,-0.812304
2014-01-14 13:00:00,-0.261131,0.183098,-1.526361,0.567602,-0.789330
2014-01-14 14:00:00,-0.090505,1.012435,0.954854,-0.341571,-0.919188
2014-01-14 15:00:00,0.692237,0.942227,-0.910048,1.306558,0.377314
2014-01-14 16:00:00,-0.655157,-0.774607,0.839042,0.574280,0.390613
2014-01-14 17:00:00,-0.413779,-0.860345,0.536592,0.539749,-0.492071
2014-01-14 18:00:00,1.111729,-1.881090,-0.944475,0.801832,0.543066
2014-01-14 19:00:00,-0.493541,0.357662,1.063296,0.794223,1.302235
2014-01-14 20:00:00,1.965220,-0.031613,0.654765,-0.349440,-0.104216
2014-01-14 21:00:00,-0.566210,-1.874356,1.189553,-0.445175,-1.290515
2014-01-14 22:00:00,-0.314728,-2.098433,-0.708622,-0.401035,0.216943
2014-01-14 23:00:00,0.974361,1.208758,0.399501,-0.228591,0.099473
2014-01-15 00:00:00,0.060022,-1.410698,-1.185768,1.405850,1.475998
2014-01-15 01:00:00,0.904988,0.276236,1.452017,-1.035719,1.276368
2014-01-15 02:00:00,0.800979,-0.397120,2.129177,0.132506,-0.888825
2014-01-15 03:00:00,-0.988063,0.182480,-0.481831,-0.422632,-2.130280
2014-01-15 04:00:00,-0.256698,-2.298181,0.959167,-0.926161,-0.480259
2014-01-15 05:00:00,-0.103541,-1.175505,-1.472465,-1.775607,-1.091992
2014-01-15 06:00:00,-0.726243,0.578691,0.143059,1.092415,0.179274
2014-01-15 07:00:00,-1.491699,-0.432953,0.397222,-1.976060,-0.081708
2014-01-15 08:00:00,0.597273,0.152112,-0.078343,0.618522,0.599635
